dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
45,917,5924,14,688,6359,80,967,206,23
75,160,4212,42,573,8810,42,893,6302,46
8,822,3180,42,804,5522,79,445,7367,8
64,965,5864,11,831,4803,18,191,8158,18
70,693,264,71,376,9496,38,684,403,33
41,937,6938,85,868,9881,65,891,9346,36
33,807,2779,83,324,4902,59,639,6026,20
95,843,7156,81,634,8083,96,127,3502,60
27,272,1963,34,734,2395,18,700,7124,51
89,544,5555,77,561,7954,13,931,9028,49
99,422,2539,62,154,8821,8,792,6440,13
60,111,9944,10,52,7106,7,16,5790,28
39,368,2529,33,553,9218,17,472,3130,36
53,152,4251,28,18,6651,84,88,2489,84
58,313,4363,96,428,5771,67,426,2383,37
77,863,1753,82,103,3473,22,732,2867,24
44,845,8181,44,888,9676,61,809,9098,25
94,863,7475,60,997,9065,32,430,7325,52
79,429,2865,7,320,7352,40,872,8787,3
38,863,848,42,77,2725,21,955,4487,60
41,133,1702,39,659,3258,56,595,2442,67
10,349,4768,73,398,5422,60,272,4672,21
74,33,1001,94,436,2825,73,311,3314,31
37,651,7414,95,682,87,75,97,7644,88
56,629,7174,81,438,3561,2,909,4954,85
11,303,281,60,516,5624,23,933,5227,33
41,561,825,58,180,7180,75,431,2114,76
62,741,2041,33,617,4332,83,667,9955,39
8,621,5420,15,983,8407,46,362,8364,60
21,916,391,12,98,887,25,605,2279,60
37,557,7354,53,342,6856,79,928,2489,16
72,806,1707,98,558,195,40,313,1175,10
56,58,8166,94,43,2592,82,679,3104,12
66,760,5861,50,606,7649,13,1,3234,3
98,776,1122,44,448,2423,76,904,7224,94
29,972,864,23,61,7421,40,220,3829,29
25,487,7920,52,701,5487,29,42,1913,28
71,882,434,91,782,3617,17,649,425,65
53,460,9310,73,293,3284,10,708,5004,43
31,356,170,27,857,3803,52,56,6649,48
21,109,676,56,475,9996,31,154,2471,22
7,914,6539,37,909,940,70,168,238,20
65,902,9446,65,421,4596,26,576,5429,84
13,864,4662,18,90,166,53,896,673,73
4,586,7836,56,392,9846,38,472,3952,2
12,841,3345,48,657,2132,27,594,5346,12
86,845,8805,90,601,4117,60,848,5022,43
76,714,2483,99,481,4956,3,959,8094,61
82,948,4548,63,422,3224,37,971,976,11
23,788,7862,42,549,136,75,875,8342,1
34,310,6195,3,820,7227,39,307,7007,57
77,110,3872,63,747,8778,4,984,4444,78
67,296,4780,93,622,3092,69,588,2379,62
25,806,6494,42,887,6718,17,365,9744,28
73,102,9454,71,330,3486,29,242,1730,19
37,458,6155,92,19,5607,51,21,6821,73
33,538,6669,46,64,6743,83,132,3768,53
33,552,7951,69,784,2116,35,528,6754,69
18,444,3365,39,646,7963,80,414,2418,86
2,791,2346,75,461,6272,68,183,97,53
35,960,6329,34,370,1021,72,558,4500,57
3,571,3077,43,988,2470,41,117,5032,35
25,589,278,63,869,9858,30,458,9466,91
74,996,216,79,28,9453,13,580,683,68
2,986,8999,29,912,1579,19,917,6776,88
48,433,5443,80,874,4606,18,128,7810,24
8,569,6166,14,353,2889,9,261,6294,7
45,905,2898,85,490,3966,68,55,80,70
65,863,1265,44,811,22,50,756,7603,59
13,882,8929,55,854,3288,68,326,5192,16
2,522,5135,15,720,7051,43,593,9203,37
1,349,4543,45,652,664,92,558,3163,83
85,113,244,34,611,142,56,662,6096,79
92,313,1672,1,700,4231,60,302,9656,84
32,893,632,14,401,8702,7,181,5943,12
99,718,5762,74,809,5350,63,108,2681,82
9,803,2160,12,638,9592,8,711,7743,11
52,192,9354,12,738,296,76,115,1889,81
43,597,5528,17,115,3435,4,907,4598,31
37,713,4558,18,2,4558,52,666,795,83
20,889,3944,58,781,4745,84,230,7977,31
94,925,357,28,250,6955,27,567,8464,82
34,727,2021,51,179,6876,91,546,3877,55
66,902,9708,63,539,9509,71,738,8420,43
82,608,1383,96,149,325,16,742,3386,6
21,249,6592,61,567,4066,73,975,3852,36
19,779,1095,39,678,6077,86,553,5459,75
99,932,7194,52,299,3821,51,148,3236,53
82,973,1246,33,122,3062,64,84,9220,87
67,848,9499,43,37,7718,38,421,5693,6
95,8,1986,26,608,5507,68,462,3941,73
7,686,7807,76,653,4211,99,977,2,20
50,489,7102,37,545,8287,80,712,5784,14
25,727,8743,72,413,3193,9,348,3988,71
50,756,2730,8,825,8639,48,498,6860,62
64,329,2050,84,674,2035,76,260,1902,54
25,985,66,37,603,299,26,744,2529,44
46,643,3670,38,477,6416,38,674,1060,40
42,963,6019,76,575,7758,85,403,9678,48
8,90,5787,2,137,1055,63,128,9010,5
34,206,1639,11,646,1655,3,590,1066,28
81,78,5762,68,525,4750,40,690,6943,16
18,952,5755,7,604,1610,69,926,8867,66
47,459,7830,3,244,4658,7,788,5481,96
79,286,5927,27,776,9303,87,196,6698,13
27,112,1688,96,575,4920,28,662,5012,87
2,425,5531,85,374,4792,42,592,1763,43
17,445,4426,61,55,1754,22,467,7756,86
12,779,4482,74,23,1888,2,56,3812,16
26,226,1428,83,687,1634,0,801,1593,78
39,777,3534,95,825,3662,92,801,2068,44
38,436,7395,34,603,4025,59,620,6714,31
57,787,7465,78,493,623,13,922,8871,2
56,880,7086,59,316,6988,11,160,5248,51
23,570,4060,59,519,155,51,34,5058,73
92,406,9918,9,744,9170,7,735,8176,55
21,215,7160,1,928,487,40,40,974,93
50,719,8400,6,622,2701,38,925,2791,71
89,322,9504,32,274,3348,29,923,7046,40
83,646,8022,54,658,9430,48,275,7466,47
87,815,4228,39,0,9556,65,505,3962,39
75,194,3539,57,855,4794,91,798,3314,85
81,25,97,20,704,6337,0,369,9929,18
75,270,3153,20,378,7379,2,472,864,97
37,833,8827,64,769,837,96,219,1990,53
95,438,1338,55,347,7186,63,350,776,2
60,139,1024,43,799,2155,76,304,7220,56
48,53,4882,67,512,5583,64,935,2186,40
22,350,6602,75,142,1431,14,411,8846,58
3,901,9232,64,481,6848,95,930,144,6
75,991,7208,30,678,7421,18,930,5953,66
80,838,3414,67,862,3721,3,955,3082,95
84,46,7681,47,495,925,83,378,6822,48
36,543,5268,14,406,9310,4,633,653,49
92,280,6180,12,130,9991,6,68,1037,10
5,116,6284,92,110,8904,93,317,4961,86
27,753,9625,86,157,966,96,611,2856,62
7,383,4054,34,529,2333,75,322,9551,25
94,885,6090,24,379,6052,70,83,5402,44
19,826,1797,22,76,3888,24,664,4747,10
15,974,1839,51,151,8682,79,243,7681,48
12,958,8373,26,261,7297,99,843,5248,47
78,786,190,48,512,3977,87,389,1330,79
61,632,377,1,985,5095,76,600,5959,48
76,614,4868,83,371,9614,26,703,8660,9
65,164,6870,64,398,4069,68,828,6102,14
52,467,6757,24,916,3301,6,558,1903,70
83,467,6561,69,289,1640,34,754,176,80
27,815,4483,80,237,7014,99,259,2135,19
17,653,3913,97,936,1057,40,152,4926,61
6,537,639,90,712,621,4,417,9965,81
20,308,250,40,991,1787,1,844,5612,23
40,453,6049,92,271,5115,4,734,8321,13
38,390,4967,13,483,358,16,961,5661,43
72,777,5392,62,973,4466,89,949,7938,12
9,729,2908,90,73,2367,82,227,8036,34
30,840,4480,70,945,9735,13,456,5788,24
41,3,5156,37,451,2939,87,416,3976,33
76,117,7192,79,191,5591,31,610,3621,40
68,534,6477,37,630,6333,40,788,1952,73
58,74,888,81,610,7461,32,472,4634,2
37,856,5749,5,800,7564,45,167,9582,53
42,864,2130,10,395,3575,61,543,2040,69
99,903,2536,93,418,3201,75,326,6586,49
1,714,4574,23,536,2486,5,757,7698,45
5,93,7726,18,184,7792,58,808,8449,54
76,725,2827,96,662,7251,20,235,364,42
28,372,1940,90,512,8864,44,725,1111,22
77,578,4542,2,100,1162,0,737,9544,15
29,738,3358,59,698,3182,3,378,9983,6
88,370,4662,78,383,8440,92,295,2197,73
39,434,2512,36,474,807,53,653,1079,92
98,645,8729,87,158,1196,18,379,2692,43
36,165,7161,40,569,7974,99,880,6510,4
6,275,4342,21,521,1897,76,764,113,37
49,491,5642,44,959,9889,91,895,3058,33
17,744,41,22,170,1850,38,921,4878,2
7,376,6643,64,240,5949,85,575,2074,45
70,652,9479,62,90,7949,66,107,4103,18
97,890,7150,80,136,8931,79,19,5272,25
99,220,7068,36,198,7796,36,503,2207,35
54,868,379,37,784,9078,37,701,1016,59
47,541,1539,98,765,8684,25,866,5514,28
73,422,1011,71,14,5134,47,392,5651,43
57,20,4087,86,342,943,31,623,2477,18
92,828,7776,62,458,373,48,813,5279,77
15,979,3832,42,483,7421,11,186,1183,84
24,530,214,44,268,1439,53,541,8132,80
28,344,582,54,87,2726,76,663,5978,59
7,801,9461,38,823,5014,51,994,2627,82
83,423,1834,15,515,5022,79,193,7200,16
99,259,1121,9,314,381,97,793,6368,59
54,652,2935,76,201,6025,50,980,1914,41
51,61,5444,85,728,627,86,874,6808,66
90,55,5773,4,366,1241,33,654,5244,47
76,113,5824,19,749,4795,60,547,2191,61
25,886,9137,73,687,8909,83,103,2786,58
24,706,4421,21,614,7497,16,643,3685,34
91,138,3851,29,934,548,6,398,7570,42
72,676,9067,57,861,6816,60,499,5807,23
25,62,7102,97,311,2002,3,894,6265,61
75,111,1314,75,95,2286,43,945,5318,23
89,147,961,23,642,2431,68,81,420,93
46,353,8614,49,477,6367,11,747,9670,14
85,60,9784,83,746,4016,89,827,4642,88
0,647,4135,90,707,1711,27,85,3043,35
63,567,4856,64,958,9952,29,319,9468,23
11,461,1212,58,21,3686,18,720,8470,21
23,681,7988,93,362,714,49,863,5184,57
29,790,6722,73,571,7273,89,384,1322,90
13,571,3013,96,779,3146,62,265,577,52
22,957,5892,71,1,5827,68,279,9150,50
1,261,2940,91,192,2938,83,291,6619,35
2,135,2407,23,516,376,62,965,8947,75
5,310,4932,33,466,8964,83,909,71,21
82,77,8136,72,633,9547,77,329,8771,44
20,887,9827,97,428,2730,68,332,7972,40
19,533,7071,94,696,5033,1,561,236,81
20,149,774,89,671,8989,82,159,6356,52
39,409,68,97,840,2903,25,733,5564,60
67,266,660,87,897,9684,70,207,7016,17
24,63,2666,44,402,9458,89,539,5448,25
70,525,8931,46,721,5686,61,574,8486,0
70,145,8896,43,619,5121,47,247,8697,47
32,647,2904,42,930,2016,48,904,5074,18
50,309,7449,37,866,5209,26,969,3795,18
89,881,6698,94,250,949,80,712,6707,9
80,906,391,2,613,4651,38,583,7728,28
71,490,5045,17,2,5310,64,968,1883,74
89,673,4714,91,112,4443,47,778,2350,18
78,961,1132,46,551,655,60,821,3183,85
19,209,6833,13,114,8085,9,376,9425,15
18,395,756,95,566,9029,72,980,8845,51
70,450,9881,79,671,2323,63,220,8596,99
55,821,9376,48,746,7317,64,624,6317,54
55,276,4427,56,820,7046,21,657,2629,20
0,722,2375,50,108,3430,56,7,4679,96
38,950,3142,29,451,1325,61,201,8833,59
36,835,9440,82,23,2174,90,313,6321,62
17,417,9893,92,171,8862,59,637,4813,77
71,461,3192,57,829,3946,67,475,7316,69
78,943,1448,3,530,2667,16,694,3371,92
5,729,2514,0,968,6979,63,16,7838,65
21,859,8339,56,504,7964,69,805,9558,96
10,208,5528,78,665,5748,6,440,4042,95
89,659,7224,54,23,4883,13,722,8548,53
71,207,1814,42,28,348,42,162,3827,91
8,183,1743,21,704,2745,5,288,5323,52
12,625,8315,90,977,1079,51,915,8744,62
2,346,3422,19,194,9896,57,553,2531,57
66,402,3813,60,137,6840,10,556,9325,81
6,917,8855,56,188,3408,18,910,3524,37
66,386,8675,48,719,1194,68,564,281,25
74,287,1855,77,763,5253,86,531,9462,36
45,120,4106,61,243,3326,91,454,3648,84
57,908,3548,52,235,8128,20,596,9588,82
27,76,2168,2,901,5170,22,200,6779,9
30,409,1128,44,237,3188,39,116,7445,63
51,674,1237,83,52,7065,80,698,2554,37
8,690,1363,37,226,8015,94,829,931,93
90,298,7399,57,568,1470,28,254,3085,47
75,630,3201,40,822,9885,21,666,927,32
7,589,170,80,6,6537,25,118,4581,87
85,930,7796,96,766,1211,99,811,5523,80
17,979,5536,53,103,6964,69,165,5540,99
93,393,7748,19,385,7376,56,988,2662,90
48,723,2353,67,479,8979,21,498,7167,2
10,470,8020,72,914,8876,42,337,1267,92
1,776,8546,74,831,3826,8,847,4876,99
28,373,3986,64,914,9958,23,540,2753,24
54,650,8803,32,652,4078,79,997,9340,57
52,511,4751,85,582,343,11,305,5853,91
25,695,6806,36,384,4506,54,789,2536,36
50,758,367,14,244,1759,19,35,8175,88
77,719,6682,13,864,2529,48,406,8082,85
91,362,3305,80,696,8286,6,559,8061,70
98,115,7434,74,724,5800,89,40,694,70
5,340,5679,92,718,3374,8,588,3194,77
99,331,332,24,106,8107,71,842,8309,98
11,964,8292,22,242,6047,77,755,762,4
33,825,878,36,59,317,12,932,2086,36
69,937,961,22,878,7491,61,89,6888,7
63,513,4545,75,264,8482,66,106,5592,3
36,783,6694,79,318,732,84,452,8781,97
36,391,801,48,187,8776,93,869,1335,95
7,368,2857,95,739,7839,11,985,6392,84
36,357,5572,59,795,4448,66,31,4038,25
96,81,8078,1,13,8809,93,468,252,54
45,837,9865,27,607,73,99,988,975,65
30,606,9906,83,120,841,17,905,8521,90
97,955,3896,1,201,5223,74,14,5032,95
10,643,5743,78,161,5037,76,637,4706,30
35,972,2839,49,437,492,76,303,1343,90
67,151,4501,46,949,8177,84,782,1723,22
16,393,3548,31,733,6725,53,973,59,30
15,759,3635,5,168,5459,43,400,4078,3
29,165,6726,36,79,6172,30,496,9877,65
38,428,5375,79,574,2180,24,402,9428,39
43,267,2923,43,576,478,31,420,2968,11
68,130,4947,70,476,4631,81,871,5328,97
36,465,9855,90,253,9036,88,755,1580,50
25,118,8701,55,780,5016,28,755,284,17
91,821,8615,76,578,4651,41,914,6501,37
82,943,349,26,474,1375,92,163,9709,98
20,445,951,12,718,4345,54,264,3704,88
91,349,1249,11,756,3766,10,694,7506,53
18,686,2844,98,224,7242,33,476,5932,85
99,344,2217,73,378,7678,53,539,8185,65
10,128,5321,42,11,9727,77,312,3791,65
18,882,6020,49,178,2943,13,435,3827,19
68,709,9802,9,512,2718,91,436,8613,74
1,174,7323,48,108,290,34,491,3117,28
24,700,9033,48,131,4548,6,292,9987,42
89,100,420,67,18,1635,33,567,3618,54
29,940,9884,94,163,5518,30,624,6102,8
16,545,3768,28,236,3212,6,770,5644,81
84,564,6314,58,226,4865,49,662,7560,60
83,951,9959,15,939,3535,17,646,804,88
17,846,4385,59,496,7925,82,977,1528,0
79,269,8541,42,981,8251,13,207,9034,89
91,936,5458,72,197,7168,13,602,1723,75
75,808,5972,69,345,3731,34,941,3953,27
39,5,2519,32,660,5407,85,221,56,65
5,872,4493,92,15,8479,1,452,9052,70
87,813,3209,18,135,1866,28,974,1869,27
42,765,1293,6,160,6527,46,259,1857,34
69,292,9410,74,555,7889,29,395,171,5
16,833,1253,22,339,2628,24,383,772,14
41,133,6312,57,93,4753,92,66,1763,24
18,222,615,94,409,5024,18,283,3069,31
54,760,5809,13,732,2550,46,955,7134,90
91,203,1931,30,965,1717,3,344,9206,68
28,760,7585,41,828,442,81,571,7559,49
53,953,9634,61,498,7767,7,686,3480,31
70,640,6531,42,413,9539,94,336,2724,58
82,34,4378,1,670,9358,38,595,6310,65
7,598,4625,25,271,9582,93,59,5357,57
7,570,4745,52,460,9870,33,878,2504,48
68,210,6772,32,3,8903,56,682,2296,62
42,760,7313,8,701,9041,33,213,6949,94
97,261,626,35,762,385,69,780,889,76
49,257,4446,80,365,1888,35,931,5815,51
84,22,9922,46,551,3095,9,761,530,41
3,374,876,16,213,2018,86,696,524,59
35,182,6255,42,914,2733,88,150,8167,83
4,172,6675,60,581,3708,66,505,2472,65
86,881,9505,77,987,2747,32,191,9113,44
18,987,4415,94,309,4848,15,183,969,75
41,277,7262,11,633,2357,89,294,2570,30
14,163,4609,66,312,7437,8,786,8122,42
57,513,8345,96,601,2712,23,537,6365,94
13,912,518,95,560,3344,8,704,9644,93
47,610,3221,32,795,3521,36,917,7049,7
71,942,1527,22,434,7144,12,951,9990,51
72,522,9503,96,433,8916,50,975,6403,17
74,149,1976,80,807,6165,49,12,9461,28
81,372,9825,49,876,6984,94,86,2789,82
62,8,3553,76,766,4302,25,475,1130,41
54,884,6785,95,774,4955,76,486,3807,47
31,1,1905,80,703,851,44,235,5960,17
35,581,8113,15,7,4989,85,336,5737,20
84,868,1522,38,548,7884,33,564,7797,83
90,747,6102,38,665,5505,18,65,2129,74
84,428,1358,28,835,3280,87,711,8147,51
74,586,9369,64,420,3617,11,285,9412,75
56,699,6711,33,446,8739,2,740,3844,95
43,10,929,93,479,9413,41,292,52,0
33,681,4617,28,895,4771,13,298,3280,29
50,308,6093,10,953,2271,27,387,3781,23
68,213,7921,4,473,1479,85,894,3217,88
91,164,7204,14,150,6800,40,855,2584,81
9,644,7564,10,652,4662,98,933,7306,69
11,24,5566,71,820,6386,73,145,1816,75
40,453,1540,43,870,4412,77,14,8018,19
2,840,1799,61,487,4981,20,880,6355,31
64,683,4822,41,579,4610,98,380,9926,72
39,322,1797,18,517,3704,61,869,8200,13
64,118,1059,32,872,5500,5,451,7999,35
76,55,5146,39,944,6844,14,233,3786,95
78,281,9757,41,94,2212,77,82,7935,49
70,656,2060,42,504,5285,43,607,756,97
29,782,6011,72,394,2809,15,815,8307,40
87,194,1416,81,517,5735,89,27,6869,10
71,796,9128,37,890,9171,53,350,3101,37
66,575,9393,49,505,165,73,151,4793,67
78,412,5810,5,502,8361,25,97,1062,87
99,566,7424,50,300,5908,35,418,1763,42
42,798,5202,20,327,2240,39,467,1108,67
52,338,1740,71,937,8251,18,681,9325,11
77,679,3413,11,350,4750,12,599,8613,48
90,958,2392,11,319,1551,89,18,5788,80
29,164,2546,75,258,3729,5,336,9490,72
40,325,7246,98,187,1969,52,660,5887,62
43,0,4142,0,86,2974,91,122,835,79
36,457,4272,81,2,7333,64,411,9539,70
5,840,5037,13,950,1168,40,297,1739,89
82,620,2127,48,12,6410,89,994,7611,54
36,617,464,24,404,8639,38,392,745,52
0,422,1003,87,325,7726,30,618,1033,21
88,974,6683,30,79,1514,38,568,8672,65
9,276,4004,89,981,5358,72,156,3866,39
25,617,8569,76,428,8045,15,707,1136,5
86,411,9027,14,886,7817,62,251,9373,22
16,830,9058,52,535,5556,51,818,2584,88
63,180,7190,22,458,6387,44,893,2318,75
93,659,4001,95,750,0,41,614,4970,55
26,944,2030,2,249,3306,76,105,9555,11
74,864,944,31,847,4312,70,246,9671,76
67,702,494,24,506,9984,34,631,4946,81
17,559,6988,18,687,2899,88,221,5687,4
82,608,2805,8,519,3321,55,910,2042,56
99,300,7831,58,12,7045,12,613,2968,40
49,162,6726,18,706,8933,71,501,4979,6
89,3,1078,81,231,9978,15,749,6325,94
64,819,9005,72,751,6788,20,559,1677,40
19,347,7576,93,22,8511,93,183,2151,46
61,237,9721,45,883,7979,80,536,9873,57
74,628,5150,81,575,1450,49,829,1786,68
58,763,5724,98,159,3531,46,439,7276,82
24,811,6907,73,807,7237,69,15,7924,15
82,419,2661,4,50,2773,95,322,2281,35
95,532,1926,41,681,8057,79,967,3801,8
64,964,2300,41,87,4661,88,709,1096,21
64,909,3998,50,408,4377,92,371,7506,83
66,626,9440,95,943,8680,31,444,2337,68
57,11,9271,4,24,7159,25,57,5883,40
39,197,6814,8,70,1373,73,251,9868,22
95,218,8363,68,113,732,53,15,6523,40
46,675,568,28,510,5340,59,164,2275,16
99,651,554,3,921,9080,27,637,4151,55
42,576,9907,0,126,5105,37,478,4579,28
7,453,231,19,378,5459,12,93,716,27
93,87,318,50,55,2710,74,980,9407,51
61,80,6212,92,162,90,55,533,1850,37
33,162,2622,86,553,4397,48,846,3663,37
7,964,362,36,842,6734,60,785,406,70
24,486,8177,58,497,690,86,8,2029,78
25,840,802,2,613,9057,22,16,1816,47
90,937,9747,93,340,950,51,461,1545,22
53,15,6768,70,270,5020,28,36,450,32
82,956,2237,57,840,1384,38,32,5574,19
86,903,1180,35,316,8,29,206,3066,76
40,465,4687,4,150,791,53,230,8509,54
79,286,7613,65,501,262,8,171,8715,7
71,828,8806,71,285,2739,69,709,7701,48
62,696,5264,81,584,347,50,930,1511,61
93,977,7965,30,582,5670,19,725,3203,6
71,429,7125,39,939,5537,92,830,7441,85
74,622,6987,35,263,5494,8,402,9838,76
6,809,2057,94,483,6803,0,505,5859,57
84,661,1999,35,58,787,65,796,7500,40
97,371,1130,13,123,2284,73,623,8314,10
84,185,2014,32,169,2844,12,896,6663,43
68,727,9294,1,595,1984,34,108,4629,40
49,339,9533,89,426,8971,18,556,2407,67
42,113,2826,87,992,8891,19,711,1565,21
16,851,9420,80,474,7723,82,448,5739,31
20,54,6241,36,60,7409,9,929,7065,44
5,528,1127,14,903,8350,43,153,5667,9
70,961,8800,44,111,4431,60,13,6348,9
74,45,5958,63,764,660,21,343,3355,88
81,161,6831,20,922,3734,67,692,848,99
37,293,1833,85,415,9477,19,363,926,53
62,626,2092,11,820,3040,16,332,6671,2
11,527,9919,90,22,7764,48,911,3798,39
21,870,2690,5,986,3064,84,185,2446,39
2,602,7163,28,340,9662,12,105,9349,79
18,445,3793,26,703,2797,61,624,7299,75
42,255,4785,34,462,8501,23,702,917,12
86,515,6037,50,986,5373,34,468,8054,27
97,697,7653,62,466,2105,1,342,263,73
66,465,5916,73,632,2957,87,977,9570,67
86,137,2281,56,510,96,0,820,594,89
4,65,133,98,537,159,90,398,2102,32
28,570,2209,57,261,2349,95,700,6579,46
97,849,2028,10,24,6184,19,562,2345,62
4,222,9157,66,494,8291,43,848,3895,45
92,675,5013,87,539,9134,18,161,6413,98
44,359,62,58,481,643,30,313,1987,9
53,601,2275,44,291,4116,57,540,214,59
23,106,8952,11,50,9230,47,98,8983,36
20,843,511,34,383,8588,1,931,1556,46
31,642,3766,52,547,2123,71,300,8990,73
4,293,4309,86,184,8500,43,457,1596,60
61,93,8435,37,573,4773,27,57,7496,94
17,547,3267,9,29,5954,87,332,2662,47
34,699,1864,56,781,300,10,370,5148,28
79,209,5418,48,251,6482,69,305,3814,6
98,332,6949,15,501,131,17,944,1186,85
87,578,5289,69,595,2793,40,14,9041,91
99,643,4823,51,139,4232,42,421,3692,92
4,267,3647,3,641,9330,75,725,6941,16
8,366,3713,2,740,2059,75,224,7243,32
3,394,4312,87,926,1550,3,21,1890,29
32,394,5115,6,126,4212,44,743,8156,30
90,952,265,80,987,8014,98,210,9024,35
21,170,7372,1,104,7017,69,192,6509,32
58,748,3024,80,270,7749,34,311,5600,94
10,942,7026,67,916,5840,34,347,2868,20
68,916,1472,54,368,3279,89,267,2323,10
9,22,1033,10,296,9709,54,128,7125,27
2,316,9250,93,417,228,8,753,6886,12
14,942,1460,83,375,4106,96,532,4910,4
36,592,9313,85,51,8776,35,117,3202,72
39,576,9229,26,396,5214,34,342,8555,96
16,933,543,12,443,9456,65,113,5587,70
19,991,783,85,305,3100,6,228,3202,4
3,902,8685,90,821,5784,38,542,3142,20
97,397,6526,91,511,1836,44,974,4746,38
33,192,9634,76,884,231,8,265,2844,65
94,627,6058,69,568,2812,90,26,5950,85
33,677,2043,68,682,5093,86,595,3193,91
66,305,617,16,774,2581,61,18,9968,34
27,456,191,66,508,8431,44,191,2333,48
92,797,9710,88,962,9131,87,303,8665,73
78,761,9803,52,332,791,5,337,3774,97
35,545,5768,78,680,5694,88,897,4630,9
34,537,237,0,357,3370,15,423,2513,35
40,692,1947,4,767,6113,55,173,5268,78
58,912,1208,11,23,3862,36,242,4444,57
73,213,8805,99,953,7826,92,384,313,45
16,914,1057,81,744,529,18,657,6262,96
29,445,7427,93,919,2738,94,134,4564,21
53,268,617,90,480,4690,29,877,5142,89
51,591,3492,59,870,1333,0,872,6992,99
71,555,465,10,461,2763,71,1,3846,73
22,501,8715,31,578,4796,2,894,9909,59
18,283,1944,93,944,7570,31,965,9266,11
36,232,670,71,352,8833,94,981,1382,74
58,506,6263,24,405,1074,73,17,455,58
35,871,2904,77,640,3755,46,354,9850,10
67,173,7544,17,72,9716,64,428,6998,95
25,465,130,97,974,6144,59,101,6165,5
26,744,4537,65,834,1210,6,327,9094,6
76,843,6823,75,541,3921,63,86,6546,24
61,592,5434,0,335,3135,30,243,5611,51
61,338,8764,57,836,2580,13,6,9639,90
51,617,9400,93,358,1840,11,15,1610,20
43,313,2507,29,226,9194,31,956,5471,76
97,123,2637,11,363,2262,54,352,3312,27
32,419,3475,65,523,4819,46,523,8615,66
89,996,99,43,52,9510,73,936,5691,52
83,294,2675,80,545,1630,14,859,7940,27
62,146,9642,86,986,3865,56,761,6677,45
71,107,801,42,625,9129,16,969,1877,1
79,983,1568,90,100,2039,97,538,7005,56
68,986,6236,63,989,956,0,677,8539,95
33,804,8511,90,440,9261,32,460,3031,46
26,576,9741,63,785,2554,85,491,8242,59
35,356,3365,25,392,9579,25,353,2850,96
3,50,9284,69,26,3152,41,561,9849,30
52,687,4577,10,510,4171,74,668,7301,36
70,403,4616,25,89,8054,79,324,983,9
36,812,2171,32,704,7254,11,330,552,4
99,409,2133,63,216,3451,0,783,4214,88
87,550,4097,69,721,1370,89,555,5495,0
78,386,6539,36,788,2736,15,954,5145,37
49,75,9070,51,733,6653,42,742,2976,96
69,160,1079,55,957,3342,8,93,4741,50
25,151,2671,83,171,8734,61,980,1089,72
89,851,4693,94,821,8230,59,938,3563,84
24,818,723,77,185,9911,83,238,8110,43
32,917,6495,62,394,6070,22,4,6659,14
66,953,6592,70,953,6060,18,743,8315,51
72,763,2272,83,625,9321,64,971,6707,80
36,462,8734,13,948,9483,70,514,9907,81
37,787,5385,80,21,3024,58,112,8626,53
93,150,5401,96,749,3620,15,692,1162,41
26,698,3434,94,995,1923,81,744,9227,2
12,342,8808,27,445,7225,1,529,9494,40
22,242,5757,76,851,9969,42,603,1166,61
66,561,190,83,320,315,86,229,3344,75
86,799,8348,77,597,702,76,811,23,50
